source_index,proposition_id,house,type,number,year,title,old_severity,old_structural_type,old_assessments,issues,action,proposed
211,alrs:altera-a-resolu-o-n-2-288-,alrs,pl,1,2026,"Altera a Resolução n.º 2.288, de 18 de janeiro de 1991, que dispõe sobre o Regimento Interno da Assembleia Legislativa do Estado do Rio Grande do Sul.(SEI 5996-0100/21-0)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
212,alrs:altera-a-resolu-o-n-3-045-,alrs,pl,1,2026,"Altera a Resolução n.º 3.045, de 1.º de outubro de 2009, que institui a Semana da Consciência Negra da Assembleia Legislativa do Estado do Rio Grande do Sul e o Troféu Deputado Carlos Santos e dá outras providências.",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
213,alrs:institui-o-comit-de-preven-o,alrs,pl,1,2026,Institui o Comitê de Prevenção e Solução de Disputas em contratos administrativos continuados celebrados pelo Estado do Rio Grande do Sul. (SEI 2578.0100/21-8),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
214,alrs:disp-e-sobre-o-minist-rio-p-bl,alrs,pl,1,2026,Dispõe sobre o Ministério Público junto ao Tribunal de Contas do Estado e dá outras providências. (SEI 8874-0100/21-5),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
215,alrs:altera-a-lei-n-15-434-de-9-,alrs,pl,1,2026,"Altera a Lei n.º 15.434, de 9 de janeiro de 2020, que institui o Código Estadual do Meio Ambiente do Estado do Rio Grande do Sul.",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
216,alrs:altera-a-resolu-o-n-2-703-,alrs,pl,1,2026,"Altera a Resolução n.º 2.703, de 16 de julho de 1997, que institui o troféu “Mulher Cidadã”.(SEI 3988-0.100-21/0)",3,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
217,alrs:disp-e-sobre-a-instala-o-de-s,alrs,pl,1,2026,Dispõe sobre a instalação de salas de apoio à amamentação em empresas privadas localizadas no Estado do Rio Grande do Sul e dá outras providências.,4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
218,alrs:disp-e-sobre-destina-o-de-vag,alrs,pl,1,2026,"Dispõe sobre destinação de vagas de emprego para mulheres vítimas de violência doméstica e familiar, no âmbito do Estado do Rio Grande do Sul, nas condições que especifica. (SEI 4994.0100/20-0)",4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:4->3 | DUPLICATE_OF_CANONICAL_MATTER,REMOVE_DUPLICATE,"{""canonical_key"": ""alrs|pl|92|2019""}"
219,alrs:disp-e-sobre-os-planos-municip,alrs,pl,1,2026,"Dispõe sobre os Planos Municipais de Arborização Urbana e estabelece diretrizes e critérios para o manejo de vegetação, nativa e exótica, sob redes de distribuição e linhas de transmissão de energia elétrica em áreas rurais e urbanas no Estado do Rio Grande do Sul. (Prazo Fatal: 29/10/2024)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
220,alrs:altera-a-lei-n-10-097-de-31-,alrs,pl,1,2026,"Altera a Lei nº 10.097, de 31 de janeiro de 1994, que cria o Conselho Estadual de Saúde do Estado do Rio Grande do Sul e estabelece outras providências.(SEI 9749-01.00/22-0)",3,budgetary,"[{""group"": ""saude_usuarios_sus"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:saude_usuarios_sus | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
221,alrs:altera-a-lei-n-15-935-de-01-,alrs,pl,1,2026,"Altera a Lei nº 15.935, de 01 de janeiro de 2023, que institui o Novo Quadro Geral dos Cargos em Comissão e Funções Gratificadas do Poder Executivo, regulamenta a gratificação pelo exercício de direção e de vice-direção de Escola da Rede Pública Estadual de Ensino, fixa a remuneração mensal dos dirigentes de autarquias, fundações autárquicas, órgãos e entidades especiais, dispõe sobre a equipe de",3,structural,"[{""group"": ""educacao_estudantes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:educacao_estudantes | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
222,alrs:disp-e-sobre-a-disponibiliza-,alrs,pl,1,2026,"Dispõe sobre a disponibilização de espaços públicos de acolhimento e abrigamento emergencial às mulheres e seus dependentes, vítimas de violência doméstica e familiar, durante o período do isolamento social em função da pandemia do COVID19.",4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|95|2020"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
223,alrs:disp-e-sobre-incentivos-a-proj,alrs,pl,1,2026,"Dispõe sobre incentivos a projetos de reciclagem no âmbito do Programa de Incentivo à Inclusão e Promoção Social – Pró-Social/RS, instituído Lei n.º 11.853, 
de 29 de novembro de 2002, e dá outras providências. (SEI 8015.0100/20-3)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
224,alrs:altera-o-art-23-da-lei-estadu,alrs,pl,1,2026,"Altera o art. 23 da Lei Estadual nº 13.268, de 22 de outubro de 2009, que estabelece o Plano de Carreira para os servidores do Quadro de Pessoal Efetivo do Tribunal de Contas do Estado.",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
225,alrs:disp-e-sobre-a-manuten-o-dos-,alrs,pl,1,2026,Dispõe sobre a manutenção dos vencimentos dos servidores da Assembleia Legislativa do Estado do Rio Grande do Sul. (SEI 9861-0100/21-2),3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
226,alrs:altera-a-lei-n-13-417-de-05-,alrs,pl,1,2026,"Altera a Lei nº 13.417, de 05 de abril de 2010, que dispõe sobre a reestruturação do Quadro de Funcionários da Saúde Pública, estabelece normas gerais de enquadramento, institui nova tabela de vencimentos e dá outras providências. (SEI 8087-0100/21-0)",3,budgetary,"[{""group"": ""saude_usuarios_sus"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:saude_usuarios_sus | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
227,alrs:altera-a-lei-n-15-945-de-2-d,alrs,pl,1,2026,"Altera a Lei nº 15.945, de 2 de janeiro de 2023, que dispõe sobre a unificação dos quadros de pessoal dos servidores do Poder Judiciário – Justiça Militar - do Estado do Rio Grande do Sul, e dá outras providências.(SEI 11504-01.00/23-0)",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
228,alrs:altera-a-lei-n-15-363-de-5-,alrs,pl,1,2026,"Altera a Lei n.º 15.363, de 5 de novembro de 2019, que consolida a legislação relativa à Proteção aos Animais no Estado do Rio Grande do Sul. (SEI 2028-01.00/21-8)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
229,alrs:disp-e-sobre-a-prioridade-no-a,alrs,pl,1,2026,"Dispõe sobre a prioridade no atendimento às pessoas com diabetes em postos de saúde, clínicas, hospitais, laboratórios e outros locais similares. (SEI 5599.0100/22-4)",3,budgetary,"[{""group"": ""saude_usuarios_sus"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:saude_usuarios_sus | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
230,alrs:disp-e-sobre-o-protocolo-de-co,alrs,pl,1,2026,Dispõe sobre o Protocolo de Combate à Discriminação nos Estádios e Arenas Esportivas no Estado do Rio Grande do Sul.(SEI 10042-01.00/23-3),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
231,alrs:cria-o-cargo-de-biom-dico-no-q,alrs,pl,1,2026,Cria o Cargo de Biomédico no quadro de servidores do Estado do Rio Grande do Sul e dá outras providências.(SEI 3770.0100/20-1),3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
232,alrs:institui-o-programa-professor-,alrs,pl,1,2026,"Institui o Programa Professor do Amanhã, com o objetivo de formar docentes em áreas estratégicas para o fortalecimento da Educação Básica no Estado do Rio Grande do Sul. (SEI 12934-0100/23-5)",3,structural,"[{""group"": ""educacao_estudantes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:educacao_estudantes | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
233,alrs:estabelece-procedimentos-de-pr,alrs,pl,1,2026,"Estabelece procedimentos de proteção ao meio ambiente marinho e costeiro do Estado do Rio Grande do Sul, e dá outras providências. (SEI 12598-0100/23-4)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
234,alrs:altera-a-reda-o-da-lei-n-9-,alrs,pl,1,2026,"Altera a redação da Lei n.º 9.613, de 20 de março de 1992, que criou o Município de Lei São Pedro da Serra, para fins de corrigir os limites entre os Municípios de São Pedro da Serra e Barão.(SEI 11784-01.00/22-2)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
235,alrs:disp-e-sobre-a-organiza-o-a-,alrs,pl,1,2026,"Dispõe sobre a Organização, a Estrutura Básica e o efetivo da Brigada Militar do Estado do Rio Grande do Sul e dá outras providências.",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
236,alrs:disp-e-sobre-o-atendimento-dos,alrs,pl,1,2026,Dispõe sobre o atendimento dos pedidos dos serviços extrajudiciais por meio de centrais e plataformas de Serviços Eletrônicos no Estado do Rio Grande do Sul e dá outras providências. (SEI 6279-0100/20-7),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
237,alrs:disp-e-sobre-a-contrata-o-do-,alrs,pl,1,2026,Dispõe sobre a contratação do seguro garantia nos contratos públicos de obras ou de fornecimento de bens e serviços patrocinados pelo Poder Público do  Estado do Rio Grande do Sul.(SEI 6492-0.100/21-6),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
238,alrs:disp-e-sobre-a-cria-o-e-regul,alrs,pl,1,2026,Dispõe sobre a criação e regulamentação das casas de abrigo no Rio Grande do Sul para mulheres vítimas de violência doméstica e familiar.(SEI 5062.0100/20-2),4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|102|2019"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
239,alrs:disp-e-sobre-o-servi-o-de-cape,alrs,pl,1,2026,Dispõe sobre o serviço de Capelania e a prestação de assistência religiosa nas entidades civis e militares situadas no Estado do Rio Grande do Sul. (SEI 3201-0100/22-7),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
240,alrs:disp-e-sobre-educa-o-domicili,alrs,pl,1,2026,Dispõe sobre educação domiciliar e dá outras providências. (SEI 4839-0100/20-4),3,structural,"[{""group"": ""educacao_estudantes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:educacao_estudantes | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
241,alrs:institui-o-programa-futebol-pa,alrs,pl,1,2026,Institui o Programa Futebol para Todos no Estado do Rio Grande do Sul e dá outras providências. (SEI 5413.0100/20-9),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
242,alrs:estabelece-a-obrigatoriedade-d,alrs,pl,1,2026,"Estabelece a obrigatoriedade da adoção de medidas de auxílio à mulher que se sinta em situação de risco, por restaurantes, bares, casas noturnas de entretenimento e demais estabelecimentos similares no Estado do Rio Grande do Sul. (SEI 8907-01.00/21-9)(Tramitação Conjunta com o PL 43/23)",3,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:3->2,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|223|2019"", ""severity"": 2, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
243,alrs:institui-a-semana-estadual-de,alrs,pl,1,2026,Institui a “Semana Estadual de Prevenção à Saúde Mental na escola” no Estado do Rio Grande do Sul.(SEI 4563.0100/20-9),3,budgetary,"[{""group"": ""saude_usuarios_sus"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:saude_usuarios_sus | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
244,alrs:disp-e-sobre-a-realiza-o-de-c,alrs,pl,1,2026,"Dispõe sobre a realização de curso de primeiros socorros e de prevenção de acidentes durante o acompanhamento pré-natal, e o reforço dessas informações na maternidade e nas consultas de acompanhamento da criança recém-nascida.(SEI 5061.0100/20-0)",3,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:3->2,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|420|2019"", ""severity"": 2, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
